area,transect,tree,common_name,scienfic_name,family_name,DBH.2013,type,canopy.2013,Light.2013,Dead.2013,D_class.2013,Hcom.2013,Htot.2013,RN.2013,RS.2013,RL.2013,RO.2013,Date.2013,DBH.2018,Dead.2018,Date.2018,UTM_Easting,UTM_Northing
PAR_A01,T06,19,UXIRANA,Sacoglottis guianensis,Humiriaceae,27,O,NA,NA,FALSE,NA,14.14,18.93,3.8,5,2.2,3.3,20130425,26,FALSE,20180427,219152.6433,9633217.837
PAR_A01,T06,20,JATEREU,Lecythis idatimon,Lecythidaceae,11,O,C,2,FALSE,NA,9.95,15.18,0.8,6.9,1.5,1.3,20130425,12,FALSE,20180427,219152.8202,9633217.93
PAR_A01,T06,21,SERINGA PRETA,NI,NI,40,O,E,1,FALSE,NA,20.2,30.65,4,2.8,2.3,4.5,20130425,40,FALSE,20180427,219165.5637,9633219.001
PAR_A01,T06,22,ABIURANA,Pouteria gongrijpii,Sapotaceae,33,O,C,1,FALSE,NA,8.19,12.24,2.2,3.5,2,2.8,20130425,"33,4",FALSE,20180427,219165.9101,9633224.837
PAR_A01,T06,23,MORTA,NA,NA,20.5,O,NA,NA,TRUE,3,NA,7.79,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219173.4548,9633229.835
PAR_A01,T06,24,ABIURANA ROSADINHA,NI,NI,48.7,O,C,1,FALSE,NA,16.06,28.08,8.5,5.4,4.7,4,20130425,"51,2",FALSE,20180427,219170.179,9633236.134
PAR_A01,T06,25,BARROTE,Tetragastris altissima,Burseraceae,43.7,O,C,1,FALSE,NA,15.03,22.51,12.5,2.1,1.1,1.5,20130425,NA,TRUE,20180427,219179.9462,9633239.026
PAR_A01,T06,26,JATEREU,Lecythis idatimon,Lecythidaceae,46.6,O,E,1,FALSE,NA,16.51,27.9,5.3,5.5,3.2,2.8,20130425,NA,TRUE,20180427,219185.3915,9633244.16
PAR_A01,T06,27,EMBAUBA,Cecropia ficifolia,Urticaceae,11.2,O,S,2,FALSE,NA,8.26,11.16,1.8,1.6,1.7,1.5,20130425,NA,TRUE,20180427,219191.7359,9633238.463
PAR_A01,T06,28,EMBAUBA,Cecropia ficifolia,Urticaceae,12.7,O,S,2,FALSE,NA,9.2,12.25,2.8,2.6,2.5,0.9,20130425,NA,TRUE,20180427,219188.673,9633237.946
PAR_A01,T06,29,EMBAUBA,Cecropia ficifolia,Urticaceae,16.2,O,S,2,FALSE,NA,11.65,16.33,1.9,2.1,1.8,2,20130425,NA,TRUE,20180427,219208.4251,9633248.72
PAR_A01,T06,30,EMBAUBA,Cecropia ficifolia,Urticaceae,14,O,S,2,FALSE,NA,10.22,11.84,1.4,0.5,0.7,0.6,20130425,NA,TRUE,20180427,219209.3737,9633249.7
PAR_A01,T06,31,EMBAUBA,Cecropia ficifolia,Urticaceae,21.7,O,S,2,FALSE,NA,11.79,18.6,2.2,2.7,2.3,3.3,20130425,23,FALSE,20180427,219209.5636,9633249.348
PAR_A01,T06,32,MORTA,NA,NA,44.8,O,NA,NA,TRUE,1,NA,21.64,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219224.7478,9633255.32
PAR_A01,T06,33,EMBAUBA,Cecropia ficifolia,Urticaceae,14.5,O,S,1,FALSE,NA,12.69,16.36,1,3.6,2.1,3.2,20130425,NA,TRUE,20180427,219229.8337,9633260.635
PAR_A01,T06,34,MATAMATA,Eschweilera parviflora,Lecythidaceae,45.6,O,C,2,FALSE,NA,13.77,23.53,5.2,3,2.5,6.5,20130425,"47,5",FALSE,20180427,219233.9163,9633265.284
PAR_A01,T06,35,URUCURANA,Sloanea guianensis,Elaeocarpaceae,55,O,E,1,FALSE,NA,23.29,37.78,5.6,8,7.6,4,20130425,57,FALSE,20180427,219240.9174,9633261.15
PAR_A01,T06,36,COPAIBA,Copaifera reticulata,Fabaceae,54,O,E,1,FALSE,NA,16.46,27.45,6,5,10.2,4,20130425,"57,2",FALSE,20180427,219241.8669,9633259.39
PAR_A01,T06,37,ABIU VERMELHO,Pouteria cladantha,Sapotaceae,38,O,C,2,FALSE,NA,14.33,24.66,3.2,2,2.1,3.4,20130425,"38,2",FALSE,20180427,219241.8996,9633271.968
PAR_A01,T06,38,JARANA,Lecythis lurida,Lecythidaceae,59.8,O,E,1,FALSE,NA,18.04,34.83,4.3,4.8,5.2,4.7,20130425,"62,2",FALSE,20180427,219259.1611,9633275.774
PAR_A01,T06,39,MORTA,NA,NA,13,O,NA,NA,TRUE,4,NA,3.66,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219268.3197,9633281.964
PAR_A01,T06,40,MORTA,NA,NA,50,O,NA,NA,TRUE,1,NA,5.94,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219272.9932,9633275.406
PAR_A01,T06,41,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,13.3,O,S,2,FALSE,NA,4.18,8.03,2.8,2.3,2.2,2.5,20130425,"15,8",FALSE,20180427,219278.4278,9633286.394
PAR_A01,T06,42,JATEREU,Lecythis idatimon,Lecythidaceae,43.5,O,E,1,FALSE,NA,19.69,24.64,6.3,3.1,3.4,4.3,20130425,NA,TRUE,20180427,219280.032,9633291.846
PAR_A01,T06,43,MORTA,NA,NA,42.5,O,NA,NA,TRUE,1,NA,19.95,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219287.4801,9633282.25
PAR_A01,T06,44,EMBAUBA,Cecropia ficifolia,Urticaceae,12.5,O,S,1,FALSE,NA,7.66,12.32,1.3,2.3,2.6,2.5,20130425,NA,TRUE,20180427,219283.1127,9633290.347
PAR_A01,T06,45,MORTA,NA,NA,31.8,O,NA,NA,TRUE,3,NA,11.24,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219293.7168,9633295.964
PAR_A01,T06,46,TIMBORANA,Pseudopiptadenia suaveolens,Fabaceae,38.8,O,E,1,FALSE,NA,18.52,24.63,4.3,9.5,6.5,3.6,20130425,"40,8",FALSE,20180427,219317.9843,9633303.632
PAR_A01,T06,47,ABIURANA,Pouteria gongrijpii,Sapotaceae,38.5,O,E,1,FALSE,NA,12.67,25.58,4.1,3.4,2.4,3.3,20130425,"40,8",FALSE,20180427,219321.2664,9633312.292
PAR_A01,T06,48,EMBAUBA,Cecropia ficifolia,Urticaceae,11.5,O,S,1,FALSE,NA,9.63,11.08,0.5,0.4,1.3,1.5,20130425,NA,TRUE,20180427,219327.9664,9633314.615
PAR_A01,T06,49,EMBAUBA,Cecropia ficifolia,Urticaceae,13,O,S,1,FALSE,NA,8.59,13.05,1.2,2.4,2,0.6,20130425,"13,8",FALSE,20180427,219330.8998,9633317.602
PAR_A01,T06,50,EMBAUBA,Cecropia ficifolia,Urticaceae,16,O,S,1,FALSE,NA,9.91,13.87,1,0.9,1.2,1,20130425,NA,TRUE,20180427,219333.0311,9633317.864
PAR_A01,T06,51,EMBAUBA,Cecropia ficifolia,Urticaceae,13.6,O,S,1,FALSE,NA,8.24,11.81,1.5,2,1.1,1.8,20130425,NA,TRUE,20180427,219333.2684,9633317.423
PAR_A01,T06,52,EMBAUBA,Cecropia ficifolia,Urticaceae,11.6,O,S,1,FALSE,NA,7.7,10.17,1.2,2.1,1.7,1.3,20130425,NA,TRUE,20180427,219333.3961,9633317.608
PAR_A01,T06,53,EMBAUBA,Cecropia ficifolia,Urticaceae,15.6,O,S,2,FALSE,NA,12.81,16.76,2.3,1.6,2.3,3.1,20130425,NA,TRUE,20180427,219350.9367,9633327.848
PAR_A01,T06,54,EMBAUBA,Cecropia ficifolia,Urticaceae,15.2,O,S,2,FALSE,NA,10.28,13.55,0.6,2.6,1.2,2.6,20130425,NA,TRUE,20180427,219353.4363,9633329.112
PAR_A01,T07,1,EMBAUBA,Cecropia ficifolia,Urticaceae,13,O,S,1,FALSE,NA,9.28,12.45,2.6,2.7,1.8,2.1,20130425,NA,TRUE,20180427,219026.6064,9632928.743
PAR_A01,T07,2,EMBAUBA,Cecropia ficifolia,Urticaceae,12,O,S,1,FALSE,NA,7.64,9.54,2,1.9,0,2.2,20130425,NA,TRUE,20180427,219030.2515,9632931.043
PAR_A01,T07,3,EMBAUBA,Cecropia ficifolia,Urticaceae,12.8,O,C,1,FALSE,NA,12.56,13.83,2.2,3.1,1.7,2.5,20130425,"16,8",FALSE,20180427,219042.6962,9632936.828
PAR_A01,T07,4,MORTA,NA,NA,32.3,O,NA,NA,TRUE,1,NA,9.67,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219046.1526,9632940.957
PAR_A01,T07,5,EMBAUBA,Cecropia ficifolia,Urticaceae,14.5,O,C,1,FALSE,NA,10.11,14.25,2,4,2.7,3,20130425,NA,TRUE,20180427,219058.1096,9632946.593
PAR_A01,T07,6,EMBAUBA,Cecropia ficifolia,Urticaceae,12.7,O,C,1,FALSE,NA,10.73,14.12,0.5,2.9,2.4,2.1,20130425,NA,TRUE,20180427,219063.6582,9632949.577
PAR_A01,T07,7,EMBAUBA,Cecropia ficifolia,Urticaceae,15,O,C,1,FALSE,NA,9.86,14.09,1.9,2.3,2,2,20130425,"18,2",FALSE,20180427,219063.875,9632949.807
PAR_A01,T07,8,EMBAUBA,Cecropia ficifolia,Urticaceae,12.2,O,C,1,FALSE,NA,10.45,12.55,4.5,2.8,2,2.7,20130425,"12,6",FALSE,20180427,219068.8544,9632952.371
PAR_A01,T07,9,MORTA,NA,NA,40,O,NA,NA,TRUE,3,NA,11.84,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219081.7129,9632959.286
PAR_A01,T07,10,EMBAUBA,Cecropia ficifolia,Urticaceae,10,O,S,1,FALSE,NA,7.83,14.33,2.1,1,1,1.5,20130425,NA,TRUE,20180427,219090.5675,9632963.935
PAR_A01,T07,11,CASCA SECA,Licania canescens,Chrysobalanaceae,53.8,O,C,1,FALSE,NA,17.26,29.98,11.1,12,11.2,5.6,20130425,NA,TRUE,20180427,219096.6245,9632967.873
PAR_A01,T07,12,EMBAUBA,Cecropia ficifolia,Urticaceae,13.5,O,S,1,FALSE,NA,4.04,5.04,NI,NI,NI,NI,20130425,NA,TRUE,20180427,219103.9071,9632971.222
PAR_A01,T07,13,EMBAUBA,Cecropia ficifolia,Urticaceae,10.6,O,S,1,FALSE,NA,8.71,11.1,2.2,1.8,1,0,20130425,NA,TRUE,20180427,219107.7615,9632972.5
PAR_A01,T07,14,MORTA,NA,NA,11.6,O,NA,NA,TRUE,2,NA,7.37,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219129.9698,9632985.465
PAR_A01,T07,15,MORTA,NA,NA,18.3,O,NA,NA,TRUE,2,NA,4.13,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219143.4722,9632993.294
PAR_A01,T07,16,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,17,O,S,2,FALSE,NA,10.03,12.6,2,0,0,1.1,20130425,NA,TRUE,20180427,219148.3162,9632995.899
PAR_A01,T07,17,EMBAUBA,Cecropia ficifolia,Urticaceae,12,O,S,1,FALSE,NA,10.1,12.05,1.5,3.1,2,2.4,20130425,"14,1",FALSE,20180427,219152.3468,9632997.272
PAR_A01,T07,18,MORTA,NA,NA,34.2,O,NA,NA,TRUE,3,NA,30,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219152.7323,9632996.344
PAR_A01,T07,19,EMBAUBA,Cecropia ficifolia,Urticaceae,12.8,O,S,1,FALSE,NA,10.67,13.12,0.5,2.4,1.6,1.1,20130425,NA,TRUE,20180427,219160.3813,9633000.911
PAR_A01,T07,20,MATA MATA VERMELHO,Eschweilera grandifolia,Lecythidaceae,46,O,C,1,FALSE,NA,18.7,26.91,6,4,3.2,3.4,20130425,"49,5",FALSE,20180427,219162.6817,9633009.302
PAR_A01,T07,21,MATAMATA,Eschweilera parviflora,Lecythidaceae,73,O,C,1,FALSE,NA,26.85,30.14,4.7,0,0,5.8,20130425,NA,TRUE,20180427,219170.854,9633017.33
PAR_A01,T07,22,MATAMATA,Eschweilera parviflora,Lecythidaceae,55,O,C,1,FALSE,NA,18,29.04,4.6,6.7,3.6,3.8,20130425,"56,4",FALSE,20180427,219179.0749,9633014.711
PAR_A01,T07,23,EMBAUBA,Cecropia ficifolia,Urticaceae,12.5,O,C,1,FALSE,NA,7.98,10.9,2.1,0,2.3,0.7,20130425,NA,TRUE,20180427,219189.2556,9633016.894
PAR_A01,T07,24,EMBAUBA,Cecropia ficifolia,Urticaceae,16,O,S,2,FALSE,NA,11.2,17.22,3.4,2.5,1.7,1.6,20130425,NA,TRUE,20180427,219189.3503,9633016.718
PAR_A01,T07,25,EMBAUBA,Cecropia ficifolia,Urticaceae,18.3,O,S,2,FALSE,NA,14.11,17.35,2.6,1.6,1.7,1.5,20130425,NA,TRUE,20180427,219189.7766,9633015.925
PAR_A01,T07,26,EMBAUBA,Cecropia ficifolia,Urticaceae,11.5,O,S,2,FALSE,NA,9.24,12.3,3,1.9,1.6,1.8,20130425,NA,TRUE,20180427,219208.2896,9633027.325
PAR_A01,T07,27,BARROTE,Tetragastris altissima,Burseraceae,52,O,C,2,FALSE,NA,24.05,31.08,9.7,4,3.6,2.7,20130425,NA,TRUE,20180427,219213.5594,9633022.998
PAR_A01,T07,28,MATAMATA,Eschweilera parviflora,Lecythidaceae,24.5,O,S,2,FALSE,NA,8.82,13.27,4,0,3.9,3,20130425,"24,0",TRUE,20180427,219210.2519,9633029.167
PAR_A01,T07,29,ABIU ROSADINHO,Pouteria anibifolia,Sapotaceae,40,O,C,2,FALSE,NA,16.79,28.05,4.5,2.3,2.5,2.5,20130425,"46,4",FALSE,20180427,219219.2067,9633033.84
PAR_A01,T07,30,MATA MATA BRANCO,Eschweilera coriacea,Lecythidaceae,54.3,O,C,1,FALSE,NA,21.01,32,5.3,5.4,3.2,5.7,20130425,"56,8",FALSE,20180427,219228.5898,9633042.37
PAR_A01,T07,31,JATEREU,Lecythis idatimon,Lecythidaceae,26.5,O,C,1,FALSE,NA,14.99,21.15,2.4,4.7,1.9,4.6,20130425,"27,0",FALSE,20180427,219235.1257,9633040.761
PAR_A01,T07,32,INGA,Inga marginata,Fabaceae,12.3,O,S,2,FALSE,NA,7.06,9.51,1.6,2.7,2.1,1.9,20130425,"14,6",FALSE,20180427,219238.8897,9633042.206
PAR_A01,T07,33,MORTA,NA,NA,67.5,O,NA,NA,TRUE,1,NA,36.41,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219241.4254,9633039.592
PAR_A01,T07,34,INGA,Inga marginata,Fabaceae,12.6,O,S,2,FALSE,NA,2.14,13.92,3,3.5,3.6,1.7,20130425,"23,6",FALSE,20180427,219246.8365,9633047.7
PAR_A01,T07,35,INGA,Inga marginata,Fabaceae,12.3,O,S,2,FALSE,NA,6.86,13.73,4,0,3.6,2.8,20130425,"19,5",FALSE,20180427,219246.7893,9633047.788
PAR_A01,T07,36,MORTA,NA,NA,22.6,O,NA,NA,TRUE,3,NA,13.7,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219250.717,9633049.774
PAR_A01,T07,37,MORTA,NA,NA,16.3,O,NA,NA,TRUE,3,NA,7.53,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219252.8746,9633051.041
PAR_A01,T07,38,MASSARANDUBA,Manilkara huberi,Sapotaceae,51.3,O,E,1,FALSE,NA,27.65,37.73,7.2,6,5.8,5.3,20130425,"53,3",FALSE,20180427,219255.3632,9633045.341
PAR_A01,T07,39,EMBAUBA,Cecropia ficifolia,Urticaceae,11.5,O,S,2,FALSE,NA,9.4,12.49,3.2,1.7,1.5,4,20130425,"14,8",FALSE,20180427,219254.9503,9633052.037
PAR_A01,T07,40,MORTA,NA,NA,37,O,NA,NA,TRUE,4,NA,4.2,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219262.3241,9633052.463
PAR_A01,T07,41,FAVA,Parkia sp.,Fabaceae,11,O,S,2,FALSE,NA,9.17,13.93,3.1,3.5,3.8,2,20130425,"18,5",FALSE,20180427,219270.2866,9633058.986
PAR_A01,T07,42,FAVA,Parkia sp.,Fabaceae,10.5,O,S,2,FALSE,NA,9.27,14.09,3.2,3.3,3.7,2,20130425,"15,5",FALSE,20180427,219270.2866,9633058.986
PAR_A01,T07,43,INHARE,Helicostylis sp.,Moraceae,62,O,E,1,FALSE,NA,26.8,33.81,6.9,5.4,8.4,5.3,20130425,"63,0",FALSE,20180427,219279.4587,9633063.889
PAR_A01,T07,44,BARROTE,Tetragastris altissima,Burseraceae,35,O,C,1,FALSE,NA,11.48,17.02,6.1,2.5,4.2,2.6,20130425,"36,3",FALSE,20180427,219282.9234,9633068.008
PAR_A01,T07,45,MAPARAJUBA,Manilkara amazonica,Sapotaceae,52.5,O,E,1,FALSE,NA,21.04,31.91,5.4,3,5.4,5.4,20130425,"53,5",FALSE,20180427,219296.7725,9633067.706
PAR_A01,T07,46,MORTA,NA,NA,10.8,O,NA,NA,TRUE,1,NA,14.42,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219314.1055,9633083.561
PAR_A01,T07,47,EMBAUBA,Cecropia ficifolia,Urticaceae,13.6,O,S,1,FALSE,NA,12.73,14.47,0.5,0,0.2,0.6,20130425,NA,TRUE,20180427,219314.6785,9633085.02
PAR_A01,T07,48,MORTA,NA,NA,11.7,O,NA,NA,TRUE,2,NA,13.11,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219320.9017,9633088.228
PAR_A01,T07,49,FAVA,Parkia sp.,Fabaceae,14,O,S,2,FALSE,NA,10.36,13.86,4.9,0,4.8,2,20130425,"23,5",FALSE,20180427,219331.0323,9633093.251
PAR_A01,T07,50,AÇOITA CAVALO,Luehea sp.,Malvaceae,62,O,E,1,FALSE,NA,26.25,41.01,4,11.5,2.5,3.5,20130425,64,FALSE,20180427,219331.645,9633092.333
PAR_A01,T07,51,JUTAI POROROCA,Dialium guianense,Fabaceae,43.4,O,C,2,FALSE,NA,17.83,24.79,5.3,7,8.2,2.7,20130425,"45,2",FALSE,20180427,219335.8944,9633092.053
PAR_A01,T07,52,MATAMATA,Eschweilera parviflora,Lecythidaceae,25.9,O,C,2,FALSE,NA,19.96,27.92,0,2,3.9,2.9,20130425,"26,4",FALSE,20180427,219337.0883,9633096.139
PAR_A01,T07,53,BARROTE,Tetragastris altissima,Burseraceae,54,O,S,2,FALSE,NA,7.33,12.55,5.8,0,3.8,4.2,20130425,"53,5",FALSE,20180427,219350.5057,9633105.376
PAR_A01,T07,54,JUTAI POROROCA,Dialium guianense,Fabaceae,41.2,O,C,2,FALSE,NA,14.28,26.4,5.6,5,7.8,4.8,20130425,"42,5",FALSE,20180427,219365.1805,9633116.907
PAR_A01,T07,55,FAVA,Parkia sp.,Fabaceae,19,O,S,2,FALSE,NA,11.3,18.83,5.2,3.8,4.4,4.1,20130425,"21,0",FALSE,20180427,219374.8414,9633118.816
PAR_A01,T07,56,FAVA,Parkia sp.,Fabaceae,18,O,S,2,FALSE,NA,11.3,18.83,5.3,3.6,4.1,4,20130425,"19,2",FALSE,20180427,219374.8414,9633118.816
PAR_A01,T07,57,EMBAUBA,Cecropia ficifolia,Urticaceae,32.8,O,C,1,FALSE,NA,14.98,21.03,3.8,2,2.5,2.8,20130425,NA,TRUE,20180427,219381.5419,9633121.145
PAR_A01,T07,58,MORTA,NA,NA,15.5,O,NA,NA,TRUE,3,NA,7.87,NA,NA,NA,NA,20130425,NA,TRUE,20180427,219392.3808,9633127.588
PAR_A01,T07,59,MATAMATA,Eschweilera parviflora,Lecythidaceae,52.7,O,E,1,FALSE,NA,19.72,30.34,2.4,2.2,1.9,2.4,20130425,"53,5",FALSE,20180427,219385.5843,9633117.894
PAR_A01,T07,60,EMBAUBA,Cecropia ficifolia,Urticaceae,11.4,O,S,2,FALSE,NA,10.96,14.79,2.2,0.8,0.6,1.9,20130425,NA,TRUE,20180427,219394.3225,9633128.203
PAR_A01,T07,61,FAVA BARBATIMAO,Stryphnodendron pulcherrimum,Fabaceae,43,O,C,2,FALSE,NA,15.31,20.2,4.7,3,5.1,3.4,20130425,"47,8",FALSE,20180427,219429.5123,9633137.584
PAR_A01,T07,62,JUTAI POROROCA,Dialium guianense,Fabaceae,33,O,C,2,FALSE,NA,17.28,23.45,3.5,6.6,7.4,4.6,20130425,"38,2",FALSE,20180427,219451.0792,9633158.633
PAR_A01,T08,1,EMBAUBA,Cecropia ficifolia,Urticaceae,13,O,S,2,FALSE,NA,10.78,12.8,0,3.6,0,0,20130424,NA,TRUE,20180427,219122.8682,9632753.842
PAR_A01,T08,2,LOURO PRETO,Nectandra cuspidata,Lauraceae,10.3,O,S,2,FALSE,NA,6.5,8.79,0,3.8,2,3.1,20130424,NA,TRUE,20180427,219123.1398,9632753.763
PAR_A01,T08,3,LOURO PRETO,Nectandra cuspidata,Lauraceae,12.2,O,S,2,FALSE,NA,7.15,11.22,3.6,2.7,3.7,1.8,20130424,NA,TRUE,20180427,219123.6523,9632753.246
PAR_A01,T08,4,MORTA,NA,NA,22,O,NA,NA,TRUE,1,NA,15.39,NA,NA,NA,NA,20130424,NA,TRUE,20180427,219126.807,9632754.981
PAR_A01,T08,5,EMBAUBA,Cecropia ficifolia,Urticaceae,20.3,O,C,2,FALSE,NA,12.16,17.24,2.7,2.8,5,3.2,20130424,NA,TRUE,20180427,219125.8434,9632756.733
PAR_A01,T08,6,PARAPARA,Jacaranda copaia,Bignoniaceae,11.2,O,C,1,FALSE,NA,12.6,14.83,0.5,0.6,1,0.8,20130424,"13,7",FALSE,20180427,219145.7,9632766.281
PAR_A01,T08,7,EMBAUBA,Cecropia ficifolia,Urticaceae,10.6,O,E,1,FALSE,NA,9.19,13.64,1.8,0.6,0.7,0.9,20130424,NA,TRUE,20180427,219148.7276,9632767.831
PAR_A01,T08,8,EMBAUBA,Cecropia ficifolia,Urticaceae,11.7,O,E,1,FALSE,NA,9.08,12.77,3.2,0.7,2.3,1.5,20130424,NA,TRUE,20180427,219151.2032,9632769.763
PAR_A01,T08,9,EMBAUBA,Cecropia ficifolia,Urticaceae,13,O,C,1,FALSE,NA,10.58,14.14,1.7,2.7,2.9,2.2,20130424,NA,TRUE,20180427,219163.7866,9632775.312
PAR_A01,T08,10,EMBAUBA,Cecropia ficifolia,Urticaceae,10.8,O,S,1,FALSE,NA,6.62,9.7,1.4,0.7,0,0.8,20130424,NA,TRUE,20180427,219163.8742,9632775.36
PAR_A01,T08,11,ENVIRA PRETA,Bocageopsis pleiosperma,Annonaceae,10.2,O,S,2,FALSE,NA,4.73,7.51,3.8,2.5,2.7,2.6,20130424,"11,6",FALSE,20180427,219164.4967,9632777.756
PAR_A01,T08,12,MORTA,NA,NA,37.7,O,NA,NA,TRUE,3,NA,2.22,NA,NA,NA,NA,20130424,NA,TRUE,20180427,219176.8172,9632783.16
PAR_A01,T08,13,TATAPIRIRICA,Tapirira guianensis,Anacardiaceae,12,O,C,2,FALSE,NA,5.96,10.4,2.2,6.8,2,2.9,20130424,"16,9",TRUE,20180427,219181.4354,9632786.384
PAR_A01,T08,14,JANAUBA,NI,NI,11.8,O,S,2,FALSE,NA,4.62,7.4,3.9,1.9,3.7,1.7,20130424,"11,8",FALSE,20180427,219184.0161,9632787.917
PAR_A01,T08,15,ABIU GUAJARA,NI,NI,72,O,E,1,FALSE,NA,25.92,39.91,8.8,8.7,4.3,5.6,20130424,NA,TRUE,20180427,219188.0967,9632799.176
PAR_A01,T08,16,INGA CHICHICA,Inga heterophylla,Fabaceae,14.8,O,S,2,FALSE,NA,5.62,9.37,0.2,2.8,1.3,2.9,20130424,15,FALSE,20180427,219193.9444,9632792.691
PAR_A01,T08,17,MATAMATA,Eschweilera parviflora,Lecythidaceae,14.1,O,C,2,FALSE,NA,6.92,11.44,1.8,2.1,2.2,1.9,20130424,14,FALSE,20180427,219195.1579,9632792.559
PAR_A01,T08,18,ABIURANA CASCA FINA,Pouteria retinervis,Sapotaceae,17.8,O,C,1,FALSE,NA,12.23,17.05,3.8,2.2,1.2,2.6,20130424,"18,1",FALSE,20180427,219200.7138,9632796.983
PAR_A01,T08,19,MASSARANDUBA,Manilkara huberi,Sapotaceae,25.3,O,S,1,FALSE,NA,8.13,19.57,3.8,4.1,2.4,3,20130424,"30,2",FALSE,20180427,219210.3049,9632802.37
PAR_A01,T08,20,ABIURANA AMARELA,NI,NI,11,O,S,1,FALSE,NA,3.37,6.76,0.8,1.3,2.4,0,20130424,13,FALSE,20180427,219210.4276,9632802.438
PAR_A01,T08,21,FAVA CANA,NI,NI,12.6,O,S,1,FALSE,NA,8.44,14.96,3.5,2.7,2.3,4.3,20130424,"17,8",FALSE,20180427,219216.189,9632804.122
PAR_A01,T08,22,FAVA CANA,NI,NI,14.8,O,S,1,FALSE,NA,8.52,12.66,4.3,2.6,2.4,3.3,20130424,"23,5",FALSE,20180427,219217.2409,9632806.982
PAR_A01,T08,23,LOURO CANELAdo,Ocotea canaliculata,Lauraceae,15.3,O,S,2,FALSE,NA,7.45,13.17,2,4,1.4,3.2,20130424,"16,5",FALSE,20180427,219218.0952,9632806.882
PAR_A01,T08,24,ABIU CUTITE,Pouteria macrophilla,Sapotaceae,36.5,O,E,1,FALSE,NA,17.66,25.41,6,1.9,2.6,3.4,20130424,NA,TRUE,20180427,219283.9709,9632844.811
PAR_A01,T08,25,PAU DE REMO,Chimarrhis turbinata,Rubiaceae,52,O,E,1,FALSE,NA,15.84,22.17,1.4,2.2,3.3,1.5,20130424,"66,5",FALSE,20180427,219296.4338,9632850.132
PAR_A01,T08,26,ABIU TAUARI,NI,NI,55,O,E,1,FALSE,NA,7.99,17.57,3.7,5.3,4,6.3,20130424,63,FALSE,20180427,219303.8836,9632851.092
PAR_A01,T08,27,MATA MATA BRANCO,Eschweilera coriacea,Lecythidaceae,43.7,O,E,1,FALSE,NA,17.1,26.29,2.8,2.6,7.1,4.3,20130424,"44,5",FALSE,20180427,219302.1357,9632862.652
PAR_A01,T08,28,FREIJO BRANCO,Cordia scabrifolia,Boraginaceae,17.2,O,S,2,FALSE,NA,4.61,8.29,2.1,2.6,2.4,1.9,20130424,"18,2",FALSE,20180427,219314.1047,9632858.666
PAR_A01,T08,29,MATA MATA BRANCO,Eschweilera coriacea,Lecythidaceae,41.4,O,E,1,FALSE,NA,15.95,24.61,5.4,4.7,3.8,4.2,20130424,43,FALSE,20180427,219313.6483,9632866.605
PAR_A01,T08,30,MORTA,NA,NA,25,O,NA,NA,TRUE,1,NA,14.5,NA,NA,NA,NA,20130424,NA,TRUE,20180427,219324.5329,9632865.443
PAR_A01,T08,31,FAVA,Parkia sp.,Fabaceae,11,O,S,2,FALSE,NA,4.8,7.87,4.1,2.1,3.5,1.9,20130424,"12,2",FALSE,20180427,219326.1306,9632864.602
PAR_A01,T08,32,CASCA SECA,Licania canescens,Chrysobalanaceae,50.6,O,E,1,FALSE,NA,19.77,33.12,7.1,5.1,6.1,5.3,20130424,51,FALSE,20180427,219326.7643,9632875.973
PAR_A01,T08,33,JATEREU,Lecythis idatimon,Lecythidaceae,14.2,O,S,2,FALSE,NA,10.51,13.71,2,2.2,2,2.8,20130424,17,FALSE,20180427,219340.3477,9632871.95
PAR_A01,T08,34,EMBAUBA,Cecropia ficifolia,Urticaceae,10.6,O,S,1,FALSE,NA,9.04,12.19,0,2.3,1.8,2,20130424,NA,TRUE,20180427,219379.923,9632894.399
PAR_A01,T08,35,EMBAUBA,Cecropia ficifolia,Urticaceae,13.7,O,S,1,FALSE,NA,10.85,16.45,0,2.1,0,1.9,20130424,"17,3",FALSE,20180427,219382.1897,9632895.672
PAR_A01,T08,36,MORTA,NA,NA,35.6,O,NA,NA,TRUE,1,NA,3.19,NA,NA,NA,NA,20130424,"35,5",TRUE,20180427,219390.4224,9632899.38
